"image","xmin","ymin","xmax","ymax","label"
"(10).jpg",264.80545010845987,178.91717791411043,389.81629609544467,424.0092024539877,"Stamp"
"(10).jpg",759.9464479392625,318.6196319018405,1066.3455802603037,637.239263803681,"Stamp"
"(10).jpg",284.4149945770065,1357.8098159509202,585.911740780911,1441.1411042944785,"Signature"
"(10).jpg",740.3369034707158,1372.5153374233128,919.2739967462039,1438.6901840490796,"Signature"
"(100).jpg",896.9631236442517,917.9877300613497,1432.057687093276,1093.696319018405,"Text_region"
"(100).jpg",165.5457565075922,441.0644171779141,926.1704853579176,613.1871165644171,"Text_region"
"(100).jpg",151.19434652928416,1459.4570552147238,976.4004202819957,2004.5122699386502,"Picture_image"
"(100).jpg",979.9882727765727,1649.5092024539877,1424.8819821041216,2015.2699386503066,"Text_region"
"(100).jpg",147.1019522776573,638.2883435582823,922.0780911062907,1283.7484662576687,"Text_region"
"(100).jpg",0.532860824742268,109.06122448979592,191.51018041237114,2153.9591836734694,"extra_dark"
"(101).jpg",146.64329896907216,1451.8775510204082,1405.5802835051545,1840.408163265306,"Text_region"
"(101).jpg",853.110180412371,845.2244897959183,1385.1184278350515,1036.0816326530612,"Text_region"
"(101).jpg",825.827706185567,316.9591836734694,1374.8874999999998,756.6122448979593,"Text_region"
"(101).jpg",58.50811855670103,218.12244897959184,863.3411082474227,1383.7142857142858,"Text_region"
"(101).jpg",1340.7844072164949,6.816326530612245,1579.506056701031,2014.2244897959183,"extra_dark"
"(102).jpg",114.81127982646422,357.8571428571429,889.7874186550977,664.591836734694,"Text_region"
"(102).jpg",114.81127982646422,978.1428571428571,871.8481561822127,1482.5510204081631,"Text_region"
"(102).jpg",99.43182989690722,1523.4489795918366,866.7514175257731,1877.8979591836733,"Text_region"
"(102).jpg",118.39913232104122,668.0000000000001,875.4360086767896,981.5510204081636,"Text_region"
"(102).jpg",1330.5534793814431,81.79591836734694,1507.8895618556699,2024.4489795918369,"extra_dark"
"(1).jpg",225.5863611713666,394.59815950920245,473.1568600867679,637.239263803681,"Stamp"
"(1).jpg",674.154690889371,568.6134969325153,870.2501355748373,639.6901840490798,"Signature"
"(1).jpg",85.07102272727273,121.6751269035533,960.9561901913876,602.9678510998308,"Text_region"
"(105).jpg",116.48337628865978,490.7755102040816,1050.908118556701,1182.6326530612246,"Picture_image"
"(105).jpg",123.30399484536082,1203.0816326530612,1071.369974226804,1373.4897959183672,"Text_region"
"(105).jpg",89.69631236442517,251.0122699386503,871.8481561822126,494.18367346938794,"Text_region"
"(105).jpg",1347.6050257731958,17.040816326530614,1576.0957474226805,2072.1632653061224,"extra_dark"
"(104).jpg",190.15618221258137,340.81632653061223,943.6052060737528,1121.2857142857147,"Text_region"
"(104).jpg",921.3163659793814,1407.5714285714287,1470.3761597938144,1656.3673469387757,"Text_region"
"(104).jpg",190.15618221258137,1220.1224489795918,932.8416485900218,1939.2448979591836,"Text_region"
"(104).jpg",61.918427835051546,132.91836734693877,194.92048969072164,2147.142857142857,"extra_dark"
"(103).jpg",853.110180412371,589.6122448979592,1385.1184278350515,1284.8775510204082,"Picture_image"
"(103).jpg",150.58646907216493,248.79591836734693,863.3411082474227,1223.5306122448978,"Text_region"
"(103).jpg",3.9431701030927835,57.93877551020408,222.20296391752578,1990.3673469387754,"extra_dark"
"(108).jpg",198.33079896907216,296.51020408163265,952.009149484536,872.4897959183673,"Picture_image"
"(108).jpg",194.38762886597937,937.2448979591837,927.6041237113402,1199.6734693877552,"Text_region"
"(108).jpg",914.4957474226803,1499.591836734694,1460.145231958763,1911.979591836735,"Text_region"
"(108).jpg",197.7979381443299,1203.0816326530612,931.0144329896907,1898.34693877551,"Text_region"
"(108).jpg",65.32873711340206,105.65306122448979,232.43389175257732,2099.4285714285716,"extra_dark"
"(107).jpg",3.9431701030927835,156.77551020408163,856.5204896907217,1874.4897959183675,"Text_region"
"(107).jpg",587.1060567010309,303.3265306122449,1351.0153350515463,1843.8163265306123,"Text_region"
"(107).jpg",1061.1390463917526,139.73469387755102,1518.1204896907216,2140.326530612245,"extra_dark"
"(111).jpg",176.41509433962264,240.52478134110785,991.1320754716982,1279.5918367346937,"Text_region"
"(111).jpg",184.58431603773585,1382.2157434402332,971.8867924528302,1619.5335276967928,"Text_region"
"(111).jpg",973.6409198113208,230.90379008746356,1563.829599056604,1032.6530612244896,"Picture_image"
"(111).jpg",30.622051886792455,12.82798833819242,184.58431603773587,1382.2157434402332,"extra_dark"
"(111).jpg",40.24469339622642,1991.5451895043732,187.79186320754718,2183.9650145772594,"extra_dark"
"(11).jpg",335.6507731958763,419.3002915451895,494.0837628865979,647.5860058309038,"photo_image"
"(11).jpg",643.1971649484536,419.3002915451895,808.6198453608248,640.5976676384839,"photo_image"
"(11).jpg",661.8363402061856,198.00291545189503,908.805412371134,428.6180758017492,"Stamp"
"(11).jpg",375.25902061855675,223.6268221574344,622.2280927835052,477.536443148688,"Stamp"
"(11).jpg",209.69072164948454,789.6822157434402,908.6597938144331,997.002915451895,"Text_region"
"(11).jpg",142.26932989690724,1108.8163265306123,298.3724226804124,1195.0058309037902,"Signature"
"(11).jpg",438.1662371134021,1253.2419825072886,782.9909793814434,1362.725947521866,"Signature"
"(11).jpg",216.82603092783506,1057.5685131195335,908.6597938144332,1274.2069970845482,"Text_region"
"(11).jpg",195.85695876288662,277.2040816326531,319.34149484536084,416.97084548104954,"Stamp"
"(112).jpg",121.88679245283019,343.14868804664724,949.433962264151,853.0612244897959,"Text_region"
"(112).jpg",935.1503537735849,618.9504373177842,1512.5088443396226,779.3002915451895,"Text_region"
"(112).jpg",126.84846698113208,859.4752186588921,938.3579009433963,2033.2361516034985,"Text_region"
"(112).jpg",774.7729952830189,1298.8338192419824,1509.3012971698113,1860.0583090379007,"Picture_image"
"(112).jpg",1515.716391509434,9.620991253644315,1660.0560141509436,1513.7026239067054,"extra_dark"
"(112).jpg",1515.716391509434,1978.7172011661808,1660.0560141509436,2190.379008746356,"extra_dark"
"(110).jpg",142.8862028301887,391.2536443148688,938.3579009433963,1314.868804664723,"Picture_image"
"(110).jpg",109.05660377358491,1417.4927113702624,949.433962264151,2023.615160349854,"Text_region"
"(110).jpg",920.5660377358491,1783.0903790087464,1451.565448113208,2010.7871720116618,"Text_region"
